# di dj Natom ENERGY_initial(eV) ENERGY_final(eV)
  0.000000    0.000000   1.202325   0.579824  13786  -95906.825586505496176  -95906.825586505496176
  0.000000    0.083333   1.202325   0.579824  13786  -95906.806838435702957  -95906.806838435702957
  0.000000    0.166667   1.202325   0.579824  13786  -95906.745257379705436  -95906.745257379705436
  0.000000    0.250000   1.202325   0.579824  13786  -95906.627636603501742  -95906.627636603501742
  0.000000    0.333333   1.202325   0.579824  13786  -95906.436980939106434  -95906.436980939106434
  0.000000    0.416667   1.202325   0.579824  13786  -95906.374989725896739  -95906.374989725896739
  0.000000    0.500000   1.202325   0.579824  13786  -95905.897730521406629  -95905.897730521406629
  0.000000    0.583333   1.202325   0.579824  13786  -95905.763245646201540  -95905.763245646201540
  0.000000    0.666667   1.202325   0.579824  13786  -95905.660088476899546  -95905.660088476899546
  0.000000    0.750000   1.202325   0.579824  13786  -95906.150358619299368  -95906.150358619299368
  0.000000    0.833333   1.202325   0.579824  13786  -95906.562240489001852  -95906.562240489001852
  0.000000    0.916667   1.202325   0.579824  13786  -95906.895087644195883  -95906.895087644195883
  0.000000    1.000000   1.202325   0.579824  13786  -95907.161914231794071  -95907.161914231794071
  0.083333    0.000000   1.202325   0.579824  13786  -95906.806083013798343  -95906.806083013798343
  0.083333    0.083333   1.202325   0.579824  13786  -95906.780487693598843  -95906.780487693598843
  0.083333    0.166667   1.202325   0.579824  13786  -95906.693525827999110  -95906.693525827999110
  0.083333    0.250000   1.202325   0.579824  13786  -95906.536550150995026  -95906.536550150995026
  0.083333    0.333333   1.202325   0.579824  13786  -95906.303781519600307  -95906.303781519600307
  0.083333    0.416667   1.202325   0.579824  13786  -95906.409038225101540  -95906.409038225101540
  0.083333    0.500000   1.202325   0.579824  13786  -95906.369245579102426  -95906.369245579102426
  0.083333    0.583333   1.202325   0.579824  13786  -95906.288859740496264  -95906.288859740496264
  0.083333    0.666667   1.202325   0.579824  13786  -95906.160833775604260  -95906.160833775604260
